STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/25/2014,,65,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/26/2014,,68,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/27/2014,,67,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/28/2014,,63,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/29/2014,,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/30/2014,,60,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/1/2014,,65,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/2/2014,,61,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/3/2014,,64,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/4/2014,,66,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/5/2014,,64,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/6/2014,,66,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/7/2014,,63,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/8/2014,,68,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/9/2014,,63,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/10/2014,,64,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/11/2014,,64,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/12/2014,,57,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/13/2014,,56,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/14/2014,,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/15/2014,,55,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/16/2014,,61,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/17/2014,,58,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/18/2014,,60,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/19/2014,,57,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/20/2014,,61,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/21/2014,,62,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/22/2014,,64,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/23/2014,,68,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/24/2014,,61,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/25/2014,,57,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/26/2014,,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/27/2014,,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/28/2014,,57,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/29/2014,,54,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/30/2014,,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/31/2014,,57,45
